"logFC"	"logCPM"	"PValue"	"FDR"
"ENSMUSG00000028339"	1.44064506777876	3.81504052430097	1.78238907238408e-29	1.11365687041507e-27
"ENSMUSG00000041237"	1.88514923745111	9.3241661147444	2.0669652986758e-29	1.28540011015304e-27
"ENSMUSG00000031645"	-1.77987001947955	5.40498823703884	3.39511049130496e-29	2.10147820410399e-27
"ENSMUSG00000033174"	1.10939250108446	8.19918873558658	3.56657335778455e-29	2.19734096266112e-27
"ENSMUSG00000059327"	1.94629739440255	2.61436314527148	3.9739323036536e-29	2.43697718954609e-27
"ENSMUSG00000028469"	-1.8463575159634	5.29102700823812	7.45685774015864e-29	4.55177592747195e-27
"ENSMUSG00000025396"	-1.45188233147819	7.32509404481722	1.02036439116721e-28	6.19988381899125e-27
"ENSMUSG00000049723"	3.99844046718949	1.7396263581829	1.60872676094931e-28	9.7302258792395e-27
"ENSMUSG00000024978"	1.47241971899925	9.1823545470633	2.88917777115181e-28	1.73954767075804e-26
"ENSMUSG00000026170"	-0.980595540143877	8.79164362206321	3.4925467602341e-28	2.09331558307968e-26
"ENSMUSG00000040350"	1.3835409914036	3.72111854762367	3.77157039863804e-28	2.25037033785403e-26
"ENSMUSG00000020142"	1.65199907184751	2.31929311620184	4.31410457540522e-28	2.56253942626985e-26
"ENSMUSG00000060181"	-1.108699868548	4.16290817228085	5.60544062484665e-28	3.31471725521066e-26
"ENSMUSG00000032372"	0.978951326638728	4.98148545481998	5.76319331512105e-28	3.39285594009304e-26
"ENSMUSG00000059316"	0.930482273636906	6.02431946329817	6.8700279961623e-28	4.02656596624627e-26
"ENSMUSG00000052392"	1.83311004033909	7.42943735504541	9.13264034615282e-28	5.32911691740706e-26
"ENSMUSG00000031443"	-0.952571392762324	6.47761430117936	1.02711024946712e-27	5.96715015984278e-26
"ENSMUSG00000028307"	1.57278298538619	12.888137475633	1.47734320187157e-27	8.54536596156805e-26
"ENSMUSG00000111282"	5.17904304711209	-0.0520010155946558	1.54955492872457e-27	8.92408895038508e-26
"ENSMUSG00000035184"	1.24214203436964	4.09567908360818	1.64537545199675e-27	9.43491049227227e-26
"ENSMUSG00000020122"	-3.14876547651156	8.23856063184276	1.80474847430434e-27	1.03041802976876e-25
"ENSMUSG00000090264"	-2.37269005818454	4.1223329407134	2.18815063946664e-27	1.24395894293455e-25
"ENSMUSG00000024781"	0.939840721526072	8.12832346748918	2.43416501991566e-27	1.3779038399061e-25
"ENSMUSG00000004038"	2.49423664006273	8.61978974568108	3.11461181214941e-27	1.75558076866941e-25
"ENSMUSG00000026827"	0.964367585549839	5.54549154776115	3.28460664250537e-27	1.84161604938546e-25
"ENSMUSG00000051225"	3.7124476260706	1.8677277585471	3.29505513894272e-27	1.84161604938546e-25
"ENSMUSG00000109674"	-2.90716643056526	0.663698244669594	3.63252927925397e-27	2.02170095936967e-25
"ENSMUSG00000025014"	3.16622783946264	0.850124038758022	3.68993435640837e-27	2.045057342468e-25
"ENSMUSG00000020423"	1.41210064669554	3.34649614696947	5.28169575570907e-27	2.91505591583843e-25
"ENSMUSG00000030340"	-1.16365048603579	4.83455801732813	6.17540497331725e-27	3.39416656749213e-25
"ENSMUSG00000006218"	1.9004292090032	2.37228973031403	7.10234607101467e-27	3.88750727506861e-25
"ENSMUSG00000066072"	1.67596161092441	9.26513161142413	7.50822680129144e-27	4.09275605802084e-25
"ENSMUSG00000085651"	2.91088368016513	0.840308160247145	7.74034535356567e-27	4.20199239972668e-25
"ENSMUSG00000030770"	0.892505585622433	6.9361223863742	8.56622339710739e-27	4.63135490277896e-25
"ENSMUSG00000022844"	-0.982519547417827	5.55318619560045	1.30506742887087e-26	7.02720453773313e-25
"ENSMUSG00000020532"	1.7099452170528	7.91245162222642	2.21686736890238e-26	1.18885122139599e-24
"ENSMUSG00000022790"	1.07499621473576	4.53106668811855	2.28128375645633e-26	1.21846309024276e-24
"ENSMUSG00000031489"	-3.27158359477065	1.29779634144317	2.32846508669645e-26	1.23866861599925e-24
"ENSMUSG00000091780"	1.16063141439981	5.12783796300775	2.3609179346217e-26	1.25090875847996e-24
"ENSMUSG00000053303"	2.92930012154389	1.68746873882021	5.25138343363477e-26	2.77130776740741e-24
"ENSMUSG00000050947"	-1.41946185768978	2.49209452560703	5.42436555066162e-26	2.85123595571682e-24
"ENSMUSG00000037887"	3.4108690667243	1.54061896394004	6.04306130239056e-26	3.1638889332595e-24
"ENSMUSG00000034118"	-1.17526733393409	4.24352149181191	7.10033081014161e-26	3.70279456343054e-24
"ENSMUSG00000027875"	0.853499525040407	11.7727470307521	8.60595985906071e-26	4.47037428600463e-24
"ENSMUSG00000087404"	2.54608370020055	1.45341645496136	9.56779387451726e-26	4.95058584616624e-24
"ENSMUSG00000075706"	0.889813224711134	8.58600566985906	1.46578647311822e-25	7.55478895833617e-24
"ENSMUSG00000050530"	1.1304923384534	3.22434103092693	1.64839008781395e-25	8.46301360588508e-24
"ENSMUSG00000025656"	1.52470355381655	2.72682488136293	1.94494292498699e-25	9.94699381636203e-24
"ENSMUSG00000046070"	-1.11244513030172	6.78147208008318	1.98557716988218e-25	1.01157519970228e-23
"ENSMUSG00000028715"	1.90943012628779	9.92935872350414	2.01354962905818e-25	1.02189572362087e-23
"ENSMUSG00000002870"	1.68042208137682	2.31934481670875	2.28336240556982e-25	1.15440528336557e-23
"ENSMUSG00000024694"	-2.10176555040856	7.46832383730903	2.96722031728601e-25	1.4930861539135e-23
"ENSMUSG00000002550"	0.919747357109344	6.18592688734401	2.97580208842794e-25	1.4930861539135e-23
