	logFC.group_allob.ob.12	logFC.group_allob.ob.16	logFC.group_allob.ob.2	logFC.group_allob.ob.24	logFC.group_allob.ob.4	logFC.group_allob.ob.6	logFC.group_allob.ob.8	logCPM	LR	PValue	FDR
ENSMUSG00000074215	0.664835508	1.320534496	0.531866465	1.12065642	0.970300486	0.521639912	0.731993339	-1.300378201	10.40223527	0.166901734	0.238731381
ENSMUSG00000092006	0.378324066	0.768228807	0.060689853	-0.170321051	0.360275505	0.15373473	0.615235513	0.26685913	10.40186033	0.166920912	0.238734946
ENSMUSG00000020698	-0.255322339	0.054253275	-0.754299458	-0.546123673	-0.097314129	0.251119185	0.015616436	-0.639625504	10.39789221	0.167123993	0.239001508
ENSMUSG00000097309	-0.33923875	-0.255291755	0.046770322	-0.127371967	0.075669151	0.445194284	-1.357312771	-1.004529819	10.39709914	0.167164606	0.239035697
ENSMUSG00000102961	0.212790547	-0.203112939	-0.213241807	-0.404552372	-0.2402053	0.180637442	0.467756639	0.055824978	10.39551229	0.167245893	0.239128035
ENSMUSG00000074785	0.117854964	0.182432998	-0.119083327	0.039049679	0.09986039	-0.042392211	0.087240072	4.3326906	10.39443141	0.167301281	0.239183326
ENSMUSG00000037364	-0.121364975	-0.18207124	-0.017092994	0.000390938	0.031030052	-0.002939867	0.009868273	5.01849793	10.39002711	0.167527133	0.239482288
ENSMUSG00000026832	0.191039274	0.596274978	0.512148935	0.480021976	-0.266556229	-0.213275892	0.416494589	-0.102913973	10.38920896	0.167569116	0.239517574
ENSMUSG00000010461	0.104231353	0.554467628	-0.367424373	-0.107903351	0.438602977	-1.325438597	0.313120418	-1.367226165	10.38889367	0.167585297	0.239517574
ENSMUSG00000005553	-0.04168949	-1.54049226	0.473484869	-0.925491482	-0.739359153	-0.950512606	-0.890879115	-1.625768282	10.38558873	0.167754993	0.239736161
ENSMUSG00000037509	0.97449266	0.339948256	0.809537224	0.26264869	-0.17822596	0.026889284	0.219480523	-1.511293187	10.3850324	0.167783573	0.239753058
ENSMUSG00000025534	-0.053065811	-0.111986611	-0.034554601	-0.189010025	-0.036437432	0.029122412	-0.055109028	5.464060346	10.38263636	0.16790671	0.239905053
ENSMUSG00000040146	0.180819946	0.04202734	-0.042426455	0.135677246	0.093160704	-0.100499585	-0.024628564	4.293355198	10.38130898	0.167974959	0.239978603
ENSMUSG00000021540	0.103654731	0.125126802	-0.016963171	0.001461925	0.067251303	0.161722829	0.112579839	4.896172569	10.37835848	0.168126747	0.240164236
ENSMUSG00000060739	-0.095582517	-0.019111644	0.044193137	0.108578656	0.01383803	0.087972254	0.050563187	5.423421662	10.3781308	0.168138465	0.240164236
ENSMUSG00000048120	-0.107106623	0.247440784	0.328724171	0.39984169	0.197269592	0.091679196	0.209249001	2.698073287	10.37671396	0.1682114	0.240210256
ENSMUSG00000029125	0.001747697	0.180654787	-0.010651343	-0.06527576	-0.068779049	-0.102976782	-0.017763817	3.815957602	10.37666047	0.168214154	0.240210256
ENSMUSG00000022636	-0.108672599	0.008161053	0.129696576	0.027199239	0.008778156	-0.1602419	-0.142576205	4.426165682	10.37647496	0.168223706	0.240210256
ENSMUSG00000074874	-0.651880044	-0.295902036	-0.126812116	0.226102906	-0.283454669	-0.26707584	-0.551144483	0.577227264	10.3762005	0.168237837	0.240210256
ENSMUSG00000015023	0.059810433	-0.021671641	-0.05359871	0.13879066	0.033699597	-0.017947988	-0.071691721	4.717246358	10.37513537	0.168292692	0.240264602
ENSMUSG00000032407	-0.027801795	0.094899974	-0.048297961	0.05413923	-0.215978665	-0.10319954	-0.019590955	4.28601025	10.37178102	0.168465542	0.240474313
ENSMUSG00000006411	0.658759429	1.273333533	0.737890066	0.805825509	0.078873099	1.183512544	0.728439748	-1.398294102	10.37163252	0.168473198	0.240474313
ENSMUSG00000067653	-0.277425016	0.253852215	-0.767683162	-0.775477175	-0.991761189	-0.88499828	0.398577733	1.129606841	10.37120991	0.168494986	0.240481423
ENSMUSG00000006931	-0.322642138	0.279318787	-0.554116318	-0.237952826	-0.000606521	-0.406957051	-0.340421028	-0.090142197	10.37002484	0.168556098	0.240544649
ENSMUSG00000019878	-0.140721028	-0.122532652	-0.074847998	0.018258483	-0.032011888	0.037229025	0.153656169	3.693264178	10.36728553	0.16869743	0.240703691
ENSMUSG00000033111	-0.037058002	-0.168156492	0.124262717	0.175887341	-0.021968187	-0.143561876	-0.036005059	3.31679715	10.3672127	0.168701189	0.240703691
ENSMUSG00000029386	0.648647458	0.331163256	0.12178191	0.468076519	0.332205962	0.588994207	0.588670591	1.049083313	10.36544282	0.168792559	0.240810045
ENSMUSG00000003190	-0.28659731	-0.195230716	-0.117679083	-0.032982645	0.15152796	-0.2693056	-0.196256835	1.904898058	10.36013848	0.169066648	0.241177029
ENSMUSG00000019734	-0.343798489	-0.226700893	-0.0739938	0.17699987	0.249474365	0.218422738	-0.057863444	1.124636853	10.35652973	0.169253336	0.241410525
ENSMUSG00000022877	0.152427892	-0.03485541	0.090905134	0.178595016	0.160503153	0.151998657	0.120301857	9.932748438	10.35608979	0.169276107	0.241410525
ENSMUSG00000001552	-0.020765143	0.052269718	-0.006186162	0.141000609	0.149034555	0.039849935	0.027977455	6.021476202	10.35599627	0.169280948	0.241410525
ENSMUSG00000031200	-0.452138123	-0.308662334	-0.352253984	-0.073703554	-0.36676879	-0.70767996	-0.035103638	0.488722767	10.3514702	0.169515369	0.241712741
ENSMUSG00000024038	0.092771462	0.188310998	0.162474631	0.126257064	0.152481698	0.043268599	0.054358722	5.947524089	10.35125246	0.169526654	0.241712741
ENSMUSG00000039531	0.445979384	0.35074558	0.01440473	0.075555951	0.05605089	0.084177754	0.154210391	1.531853482	10.34960768	0.169611916	0.241810212
ENSMUSG00000025428	-0.080528926	-0.105294145	0.086887893	-0.039009792	0.037477703	0.060976411	-0.036801676	10.08359486	10.34668321	0.169763603	0.241980415
ENSMUSG00000035378	0.00108093	0.256876453	-0.027748162	-0.191644332	-0.066237894	-0.100121066	-0.102543078	2.058528405	10.34665389	0.169765125	0.241980415
ENSMUSG00000034593	-0.035666086	0.722564879	-0.005596539	0.082971424	0.081183144	0.159367553	0.302311209	0.474152658	10.34531166	0.169834783	0.242055591
ENSMUSG00000101249	-0.101702959	-0.243140116	0.033333617	-0.197494365	-0.08037031	-0.090392335	-0.147739806	11.58766371	10.34471017	0.169866007	0.242075979
ENSMUSG00000103649	0.264813737	-0.719629887	-0.654187977	0.116067704	-0.308119999	-0.021071482	0.378672659	-1.285219947	10.34387096	0.169909579	0.242113959
ENSMUSG00000026276	0.00934569	0.278913301	0.015190249	0.115205411	-0.068754553	-0.025319988	0.01111927	5.590804	10.34265854	0.169972545	0.242179563
ENSMUSG00000024683	-0.187456781	-0.129102504	-0.04464121	-0.176585671	-0.105862369	-0.19689744	-0.23425532	5.164342543	10.34145983	0.170034818	0.242244168
ENSMUSG00000020459	-0.174547561	-0.06443109	-0.038484338	-0.112682833	-0.253341496	-0.174279469	-0.100863719	4.401734743	10.33796261	0.170216609	0.242479017
ENSMUSG00000031107	0.783150047	1.02291	0.565171891	0.733852716	0.419282564	0.577973458	0.061063275	-0.457765711	10.33727275	0.170252489	0.242505984
ENSMUSG00000053963	0.486600964	0.428305762	-0.467885572	0.363119978	-0.66004887	-0.250971568	0.192441846	-1.072268854	10.33485375	0.170378351	0.242661103
ENSMUSG00000086447	0.931642371	1.096856542	0.391103667	-0.396964873	0.462135313	0.979651533	0.454214369	-1.770014318	10.33332939	0.170457705	0.242749959
ENSMUSG00000078773	0.247136177	0.599061121	-0.256056837	0.406182794	-0.259954206	-0.101404095	-0.562977425	-0.049611485	10.3328446	0.170482948	0.242761746
ENSMUSG00000054931	0.691575589	0.508868909	0.276603158	0.79134621	0.83998603	0.665012137	0.732589883	0.077878212	10.33104892	0.170576478	0.242870758
ENSMUSG00000063888	-0.112545137	0.025566274	0.002870278	0.055806465	-0.00476053	-0.0906865	-0.09156909	5.63986926	10.33016335	0.170622619	0.242912282
ENSMUSG00000030083	-0.104417847	-0.174979351	0.02888744	-0.131648296	-0.043158743	-0.090577414	-0.159252915	4.679368675	10.32846735	0.170711017	0.243009743
ENSMUSG00000024049	0.210735139	0.246295513	-0.499980389	0.014655629	-0.287792212	0.037765528	0.463455155	1.143640528	10.32819829	0.170725045	0.243009743
ENSMUSG00000016308	-0.147933264	-0.101826655	0.037735286	0.015860472	0.112630073	0.002801087	0.049996318	4.315448853	10.32754117	0.170759307	0.243034335
ENSMUSG00000028086	0.097051039	0.284196068	0.034535123	0.086762942	0.183982649	0.137788121	0.145943488	3.100515787	10.32640777	0.170818417	0.243094282
ENSMUSG00000055538	-0.108413426	-0.165208984	-0.12375241	-0.150335569	-0.144877484	-0.230799871	-0.188780794	6.952879525	10.32594572	0.170842519	0.243104402
ENSMUSG00000033439	-0.106903433	0.206167554	-0.372450029	-0.304842082	-0.420840159	-0.01587044	-0.341489992	1.07169888	10.31938403	0.17118511	0.243567676
ENSMUSG00000039220	-0.664534515	-0.475082899	-0.360627092	-0.228906108	-0.189571533	-0.13958166	-0.515872048	5.520808951	10.31707532	0.171305788	0.243715145
ENSMUSG00000042670	0.074701264	-0.073394457	0.144572966	-0.069162554	-0.035999102	0.106874913	0.149772717	3.633223704	10.31622846	0.171350071	0.243753909
ENSMUSG00000036867	-0.050377185	0.042396112	-0.256028457	-0.002804725	0.149143543	-0.067340788	0.062028771	2.955180904	10.31569549	0.171377946	0.243769326
ENSMUSG00000021999	0.04815545	0.028585592	0.157075231	0.060254924	-0.110515334	0.058504457	0.072316885	8.102437349	10.31298364	0.171519838	0.243946903
ENSMUSG00000046806	-0.223450651	-0.61673673	-0.392590425	-0.174164242	-0.101437147	-0.234141872	0.102357537	1.225340818	10.31160249	0.171592142	0.244025481
ENSMUSG00000074221	0.120181557	0.089998403	0.086933096	0.072260792	0.230145186	0.272285236	0.164524711	3.797082381	10.31108646	0.171619163	0.24403134
ENSMUSG00000019794	-0.073169598	-0.197342644	0.069833221	-0.149473182	-0.086690463	-0.042403252	0.045238918	3.337273515	10.3108724	0.171630373	0.24403134
ENSMUSG00000039759	0.068758516	0.280633831	-0.072677569	0.077012385	0.072287449	-0.07890583	0.250014254	2.506957716	10.30886345	0.171735609	0.244156706
ENSMUSG00000041707	-1.091295584	-0.595671663	0.200807833	-0.281420738	-0.304724186	-0.269687546	-0.33100052	-0.748881092	10.30663942	0.171852174	0.244298153
ENSMUSG00000058246	0.650211119	-0.452257243	0.261510582	-0.103265529	0.27662141	0.748022747	0.951648106	-1.453648266	10.30087907	0.172154394	0.244703465
ENSMUSG00000095193	-0.958702328	-0.500717768	-0.297875145	-0.237567504	0.081444122	-0.26886897	-0.594750005	-0.485098811	10.29649969	0.172384461	0.244990423
ENSMUSG00000022468	0.404580996	0.532170021	-0.270500284	0.277038755	-0.606014873	0.276254203	0.355013536	-0.829673481	10.2963844	0.172390521	0.244990423
ENSMUSG00000117183	-0.811684479	-0.632795376	-0.47917309	-1.019603801	-0.351099588	0.042601021	-0.064686869	-0.509303934	10.29396297	0.172517845	0.245147018
ENSMUSG00000021238	0.0279823	-0.101112995	0.088173058	-0.002021218	0.072696245	0.118377428	0.048143894	9.302780951	10.28952741	0.172751279	0.245440441
ENSMUSG00000049657	0.264707933	0.113101964	0.103093353	0.153845906	0.054512855	0.208699748	0.243243041	3.316127091	10.28938754	0.172758644	0.245440441
ENSMUSG00000112593	1.300056881	0.423122244	0.868543619	1.117426819	1.079617782	1.146989512	1.471246633	-1.745940172	10.28614656	0.172929386	0.245658623
ENSMUSG00000110827	-0.162156932	0.472618488	-0.090031228	-0.016502948	-0.058975476	-0.009936732	0.364772516	0.557586591	10.28575916	0.172949804	0.245663238
ENSMUSG00000039706	-0.019643456	-0.368870903	-0.282072036	-0.204279722	-0.010190676	-0.368059339	-0.064208938	1.838210045	10.28418138	0.173032984	0.24574145
ENSMUSG00000054545	-0.012684193	-0.016697726	0.021154263	-0.142359975	0.068374231	0.073602881	0.099562156	7.317927799	10.2838054	0.173052811	0.24574145
ENSMUSG00000050192	0.481287379	0.170958454	0.082089871	0.080549873	0.798409696	0.538169362	0.869324517	-0.861926153	10.28373751	0.173056391	0.24574145
ENSMUSG00000027995	0.274152516	0.281703464	-0.003315302	0.010459642	-0.083628372	0.408769719	0.688294292	1.334881019	10.28309345	0.17309036	0.245765294
ENSMUSG00000032827	-0.032365132	-0.473474102	-0.185627897	-0.051174507	-0.461187402	-0.342897206	-0.124479294	2.176076532	10.28204674	0.173145576	0.2458193
ENSMUSG00000055319	-0.046607029	0.110439966	-0.048787032	0.108377352	0.058393021	-0.039533777	0.023241786	4.493773751	10.28120831	0.173189816	0.245857712
ENSMUSG00000074182	-0.088244045	0.181388655	-0.275710239	-0.029476846	-0.138881668	-0.184350423	-0.091380239	2.407307593	10.28016206	0.173245034	0.245911701
ENSMUSG00000037221	-0.140783201	-0.228618851	-0.003311961	-0.078699509	-0.027732037	-0.166546449	-0.222374232	4.644195705	10.27647703	0.173439641	0.246163513
ENSMUSG00000025873	0.023338882	-0.05379916	0.001048502	-0.073027709	0.002074624	0.089962907	0.072177643	5.630449318	10.27586862	0.173471788	0.24618472
ENSMUSG00000026921	0.09855021	0.110913933	0.011395368	0.259361027	0.053885565	0.04934797	0.046778998	4.284771143	10.27356934	0.173593325	0.246332768
ENSMUSG00000026692	-0.158492744	0.121835176	-0.060619241	-0.269752926	-0.314733139	-0.008918607	-0.239827617	3.166870804	10.27319425	0.173613159	0.246336481
ENSMUSG00000028081	0.002288355	0.067942016	-0.01503553	0.169636392	0.052470401	0.0515863	0.097853632	7.760203232	10.27216516	0.173667584	0.24638927
ENSMUSG00000028560	0.149646264	0.216374828	0.034808711	0.160575128	-0.001414764	0.144146075	0.202202258	3.776735004	10.2711776	0.173719826	0.246438118
ENSMUSG00000036905	0.010854684	0.234230884	0.110644366	0.127211945	-0.114780236	-0.118696916	0.114503954	5.365989469	10.27086317	0.173736462	0.246438118
ENSMUSG00000066442	-0.070527014	0.154957393	0.040341905	0.140016943	-0.003205209	0.017668637	-0.006811912	3.764005742	10.26912508	0.173828446	0.246544153
ENSMUSG00000064354	-0.396647065	-0.679896473	-0.032994157	-0.188309238	-0.658351967	-0.592943921	-0.539151829	8.380520381	10.26357488	0.174122454	0.246936671
ENSMUSG00000102018	-0.529790055	-0.338025491	-0.517558185	0.159828291	-0.475360415	-1.34052185	-0.715586019	-0.990035713	10.26128938	0.174243644	0.247062449
ENSMUSG00000024940	-0.270979893	-0.159618257	-0.203344197	-0.408516057	-0.435767382	-0.350069429	-0.351247208	2.073611471	10.26108569	0.174254448	0.247062449
ENSMUSG00000019578	0.02213647	0.045343065	0.103425942	0.119584067	0.18781511	0.013822408	-0.018086008	5.764670892	10.26092549	0.174262946	0.247062449
ENSMUSG00000037957	0.035793271	0.012813161	0.078550224	0.064190744	0.174039024	0.185927947	0.191798932	3.785438022	10.25761168	0.174438805	0.247287271
ENSMUSG00000106634	0.243260717	0.862165889	0.65757091	0.191161042	-0.704448172	0.730764402	0.297808892	-0.846771595	10.25523824	0.174564853	0.247441442
ENSMUSG00000037887	0.593991304	0.008260943	-0.052180413	-0.188550811	0.21826092	0.518219455	0.363200945	2.553691743	10.25255933	0.174707215	0.247618705
ENSMUSG00000040963	0.056175548	0.097933485	0.115235285	0.187327056	0.191606914	0.133132585	0.085191688	6.857092609	10.2513527	0.174771369	0.247685097
ENSMUSG00000024528	0.009820311	0.002337786	-0.105870825	0.180564788	0.249574023	0.231940792	-0.071926896	2.16772824	10.25004787	0.174840766	0.247758907
ENSMUSG00000076432	-0.057597524	-0.027537964	0.030581923	-0.119446967	-0.023006383	-0.032693702	0.041845277	5.979729938	10.24810801	0.174943981	0.247880618
ENSMUSG00000019856	1.196299921	0.698155102	0.048795453	-0.410090217	0.162243415	0.132425936	0.046154815	-1.671465551	10.24675906	0.175015786	0.247957804
ENSMUSG00000046818	0.020849109	-0.472447387	-0.169040779	-0.762243484	-0.091741026	-0.306821612	0.17068197	0.816025366	10.24518838	0.175099424	0.248029791
ENSMUSG00000040952	-0.058607696	0.096577349	-0.014463951	0.15112491	0.117824304	0.072067616	0.039953022	6.664011858	10.24515378	0.175101267	0.248029791
ENSMUSG00000030222	-0.01318758	0.057079824	0.218851826	0.351523017	0.411386565	0.385453247	0.219033125	1.513563881	10.2440304	0.175161108	0.248072323
ENSMUSG00000086753	-0.068749944	0.32042154	-0.88692236	-0.158784497	0.185870973	-0.133363183	-1.667392751	-1.677493677	10.24393916	0.175165968	0.248072323
ENSMUSG00000008822	0.05759771	0.029972705	-0.11856292	-0.244657294	-0.002302542	0.200197667	0.122943318	2.022872879	10.24181358	0.175279244	0.248208178
ENSMUSG00000083161	-0.458735455	0.732521066	-0.277776648	0.463028896	0.295793711	-0.63548306	-0.216207787	-1.632224205	10.24078242	0.175334219	0.248258636
ENSMUSG00000099083	-0.028741606	-0.123613047	0.012118997	-0.04764352	0.116269366	0.063553294	-0.000874151	4.901540643	10.2403099	0.175359416	0.248258636
ENSMUSG00000027831	0.592730393	-0.753922279	-0.054848987	-1.546196823	0.197061686	-0.117350092	-0.077370988	-1.724580114	10.240169	0.17536693	0.248258636
ENSMUSG00000078348	-0.084161832	-0.057294612	-0.031007026	-0.026342078	0.056774084	-0.132159073	-0.195814056	4.082212423	10.23800819	0.175482195	0.248397234
ENSMUSG00000067889	-0.08129381	-0.099943102	-0.236823422	-0.099093828	-0.182770093	-0.240958081	-0.30145438	6.094448128	10.2349155	0.175647281	0.248606321
ENSMUSG00000024142	-0.035116697	0.065129624	-0.127840372	-0.251062447	-0.200916675	-0.018123156	-0.102637907	3.785796076	10.23187449	0.175809736	0.248811642
ENSMUSG00000049800	-0.075971907	-0.033436833	0.13318206	-0.022874749	0.188955836	0.083797254	0.079262992	4.214971595	10.23133086	0.175838791	0.248828149
ENSMUSG00000015966	-0.028994554	-0.255990739	0.083580174	0.165397558	0.131188233	-0.155469374	-0.02923411	2.716128533	10.23010422	0.175904364	0.248896325
ENSMUSG00000030411	0.114046434	0.145555419	0.099113234	0.709840179	0.557473481	0.35796379	0.18386236	0.401475832	10.22526816	0.17616309	0.249237763
ENSMUSG00000064267	-0.473009124	0.355955141	-0.070662373	-0.024105887	-0.729691193	-0.243151509	0.010155867	0.452236006	10.22404143	0.17622877	0.24929571
ENSMUSG00000027284	0.126023345	0.13968296	-0.159354126	-0.07884802	0.171216202	-0.095507525	0.1399381	3.183406496	10.22385236	0.176238895	0.24929571
ENSMUSG00000028648	-0.0618188	0.001407471	0.000104535	-0.176025624	0.034665842	0.101349092	0.024286819	5.27526145	10.21952657	0.176470677	0.249598897
ENSMUSG00000069808	-0.039432207	-0.310641684	0.152262645	-0.02473209	0.135956478	0.235203996	0.079022644	2.013069806	10.21867657	0.176516251	0.249633482
ENSMUSG00000056919	0.205911283	0.082486548	-0.097957218	0.155941381	0.085013974	0.350752367	0.223206735	1.810188804	10.21841975	0.176530023	0.249633482
ENSMUSG00000000605	0.042210721	-0.018019251	-0.087081978	-0.124221334	0.018892846	-0.029896964	0.00491852	6.274048703	10.21547362	0.176688072	0.249832289
ENSMUSG00000029925	-0.212641089	0.059699497	0.204148037	-0.100923462	-0.228796351	-0.532796852	0.054392928	1.113560887	10.21298523	0.176821658	0.249980151
ENSMUSG00000098332	-0.314778762	-0.232109004	-0.084649513	-0.033235688	-0.061322646	-0.311485988	-0.387941456	1.938361471	10.21287482	0.176827587	0.249980151
ENSMUSG00000028729	-0.027101379	0.056851814	0.103490867	0.14342168	0.11921327	-0.059006564	-0.004807956	4.155454449	10.21108997	0.176923459	0.250090975
ENSMUSG00000022359	-0.242580939	-0.080988902	0.034409151	-0.365219114	-0.170449305	-0.191486926	-0.064336827	1.861796745	10.20967745	0.176999363	0.250173553
ENSMUSG00000049760	-0.087727369	-0.004127875	0.136865903	0.078330768	0.094535354	0.084542502	-0.035943578	5.660885532	10.20413657	0.177297373	0.250570012
ENSMUSG00000028163	0.110368931	0.078520841	-0.014853659	-0.020519607	0.055352618	0.044476882	0.164931497	4.592715034	10.20233719	0.177394241	0.250682153
ENSMUSG00000030990	0.012322506	0.018376002	0.123901849	0.047807011	-0.097364511	-0.05705416	-0.111071398	4.315719268	10.20095189	0.177468848	0.250762816
ENSMUSG00000053801	0.069075569	0.341675161	0.080437949	0.213946297	0.208563845	0.147563195	0.024764645	3.212850271	10.20024881	0.177506723	0.250791567
ENSMUSG00000089669	-0.267008497	0.041659572	-0.719476766	-0.452817954	-1.038725202	0.073947686	0.153180133	-0.650412744	10.19916664	0.177565033	0.25084918
ENSMUSG00000058267	-0.025657461	-0.080706351	0.123880654	-0.061643847	-0.022088788	0.015005628	0.028616925	4.339621056	10.19744766	0.17765769	0.2509553
ENSMUSG00000008193	-0.283748481	0.142978041	-0.518621529	0.313671801	-0.421360323	-1.716813969	-0.22657278	-1.401248709	10.19648515	0.177709589	0.250994436
ENSMUSG00000005611	-0.078777203	0.061964027	-0.102930335	-0.340183549	-0.205658983	-0.430374048	-0.084549513	1.316862721	10.19596568	0.177737604	0.250994436
ENSMUSG00000042523	0.420599402	0.236132219	-0.605058927	-0.064167156	0.432734322	0.095881805	0.25852704	0.137289046	10.19595792	0.177738023	0.250994436
ENSMUSG00000037166	0.265904322	0.586701524	0.027515384	0.207162791	0.035935588	-0.297993727	-0.311905569	0.222895941	10.18880737	0.178124034	0.251514721
ENSMUSG00000033940	0.003641976	-0.074253544	0.030828748	-0.033797553	-0.029869765	-0.145263182	-0.074781065	5.353837492	10.18779554	0.178178713	0.251567103
ENSMUSG00000063235	-0.174942897	-0.234780414	-0.019819595	-0.200946022	-0.122843783	-0.011102953	-0.145254989	5.800391781	10.18510413	0.178324224	0.251747705
ENSMUSG00000085169	-0.413571596	-0.154442824	0.67609894	-0.024855826	-0.511006584	-0.558647742	0.207928274	-1.310116681	10.18183027	0.17850136	0.251972914
ENSMUSG00000026009	-1.208955341	-0.371729956	-0.529008761	-0.627918853	-0.476390942	-1.022259601	-0.023945476	-0.739534024	10.18099361	0.178546652	0.252011985
ENSMUSG00000021257	-0.049463749	-0.232576581	-0.250441131	-0.298713304	-0.268689076	-0.344652393	-0.298587675	2.696083616	10.17712886	0.178755992	0.252282574
ENSMUSG00000020156	-0.218580023	-0.041851301	-0.010608931	-0.060835077	0.164500086	-0.176062355	-0.27854997	2.666702327	10.17385882	0.178933281	0.252507879
ENSMUSG00000062312	-0.272742261	0.154798178	-0.090369232	0.137155141	-0.370529957	0.142372741	-0.181031537	0.878860958	10.17280207	0.178990605	0.252563864
ENSMUSG00000039824	0.309812527	-0.167758758	0.040027468	-0.493780273	0.117986458	-0.134279277	-0.189770612	0.407420304	10.16631104	0.179343054	0.253036231
ENSMUSG00000068184	-0.153026537	-0.25550096	0.04291163	-0.186098226	-0.260030542	0.017857129	-0.021285017	2.671283373	10.16406676	0.179465049	0.253183388
ENSMUSG00000087132	-0.019758373	0.179117881	-0.030621289	0.09230203	-0.319282053	-0.521129681	-0.035199292	0.977264151	10.16220192	0.179566471	0.253291946
ENSMUSG00000087535	-0.718332917	0.493970235	-0.636969015	0.393440543	-0.045903024	0.141895658	-0.708221424	-1.507971447	10.16200095	0.179577405	0.253291946
ENSMUSG00000073481	0.037532718	-0.023540655	0.083774848	0.091066438	0.140513802	0.129913513	0.011699416	8.276039452	10.1612636	0.179617522	0.253293608
ENSMUSG00000033444	-0.020126061	0.143460093	-0.054979143	-0.0307805	0.085593083	0.154806405	0.067169558	4.557959221	10.16073512	0.179646279	0.253293608
ENSMUSG00000028656	-0.15801235	-0.135579086	-0.04396739	-0.057309937	-0.090375244	-0.129625317	-0.148150096	6.230379337	10.16060006	0.179653629	0.253293608
ENSMUSG00000040269	-0.002183497	-0.134514533	0.143978118	0.005874258	0.084667295	0.090700876	-0.066646342	3.978181117	10.16037379	0.179665944	0.253293608
ENSMUSG00000055027	0.379075681	0.161209595	0.034589577	0.17869662	-0.29237967	-0.2312737	0.147074263	1.257987088	10.1603526	0.179667097	0.253293608
ENSMUSG00000027315	-0.605682181	-0.533005169	-0.282883215	0.135884263	0.018194315	-0.38368614	-0.85832564	-0.199863368	10.15891944	0.179745111	0.253378625
ENSMUSG00000024246	-0.068666654	-0.059751723	-0.197216831	-0.361751417	-0.580476242	-0.411552044	-0.324705454	0.56418717	10.15776803	0.179807808	0.253442037
ENSMUSG00000020682	-0.07219915	0.649489264	-0.311275068	0.140473607	0.246752554	-0.621150238	0.13780018	-0.552704777	10.15395804	0.180015403	0.253695711
ENSMUSG00000038286	0.043847642	-0.091089726	0.10255076	0.013793384	0.00906872	0.10270659	0.018607641	7.199811881	10.15381425	0.180023242	0.253695711
ENSMUSG00000038658	0.063504011	0.168500908	0.048088802	0.161848739	0.220873724	0.184643584	0.238545536	5.055799327	10.15323769	0.180054676	0.253715019
ENSMUSG00000038541	-0.204552846	-0.793392398	-0.219971745	-0.777786519	0.110095668	0.05820927	-0.288205654	0.027145288	10.15166299	0.180140551	0.253811029
ENSMUSG00000048661	0.155784709	0.192585047	-0.096835379	0.06495833	-0.045431755	0.035324284	0.064437428	3.406380683	10.14883253	0.180294994	0.254003622
ENSMUSG00000028851	0.008770887	0.10246812	0.017706563	0.035110501	0.139094432	0.065811869	-0.049237015	5.676388479	10.14715444	0.180386611	0.254107673
ENSMUSG00000104559	-0.055739167	-0.0610923	-0.09402793	0.063269401	-0.328740351	-0.112746022	-0.294507407	3.688341339	10.14623874	0.180436621	0.254146767
ENSMUSG00000021364	-0.138186898	-0.10002092	0.146679916	0.041460013	-0.310094695	-0.223511979	0.012758383	7.890013572	10.14599584	0.180449889	0.254146767
ENSMUSG00000001305	-0.087220332	0.206650072	0.076314329	0.119561038	-0.098851222	-0.072584734	0.009056982	2.791351553	10.14518894	0.180493969	0.254166051
ENSMUSG00000068328	0.08407279	0.014015134	0.084457809	0.183598579	0.077663669	0.035619154	0.007372941	7.10203728	10.14490155	0.180509671	0.254166051
ENSMUSG00000034023	-1.52324431	-0.759968936	-0.395979192	-0.693515507	-0.338205242	-0.905306533	-1.031401167	-1.153969117	10.14476976	0.180516872	0.254166051
ENSMUSG00000020925	0.153868026	-0.096819047	0.158566239	-0.043455717	0.111786661	0.142628526	0.11974813	2.958536659	10.14436273	0.180539113	0.254172354
ENSMUSG00000032119	-0.257002296	-0.153900717	0.022166993	0.043236926	-0.000456582	0.012221222	-0.057665189	3.036532682	10.14241383	0.18064564	0.254297306
ENSMUSG00000025979	-0.208777728	-0.194522975	-0.000642795	-0.014975052	-0.171737421	0.014321691	0.00047066	4.12250219	10.13942033	0.180809367	0.254502746
ENSMUSG00000057530	0.038050952	-0.011040427	0.045108993	-0.117694354	0.105257112	0.06878024	0.030358352	7.994406523	10.13743037	0.180918274	0.254610081
ENSMUSG00000002111	-0.039062473	0.231487145	-0.176502016	-0.029726775	-0.331046566	-0.312889387	-0.101390591	2.346289032	10.13737672	0.180921211	0.254610081
ENSMUSG00000034422	-0.183360476	-0.301538855	-0.031431564	-0.179675808	-0.392203016	-0.138120863	-0.191751567	4.319041956	10.13697952	0.180942956	0.254615639
ENSMUSG00000030145	-0.779659581	0.420907008	0.472124416	-0.087513462	-0.041400237	0.887413007	0.594196989	-1.333874676	10.13387161	0.181113177	0.254830105
ENSMUSG00000002992	-0.072518817	0.151118229	0.044395038	0.216201184	-0.056853676	-0.050276001	0.017178295	8.516055882	10.13257117	0.181184442	0.25490531
ENSMUSG00000050002	-0.133998464	0.036720046	0.139927426	-0.010111351	0.049950345	-0.063317309	-0.087993086	3.971700881	10.13198087	0.181216799	0.254906636
